Dataset                      Metric                    metric valor    p    k
../datasets_2/albrecht.arff  RMSE                      45.3081         2    4
../datasets_2/albrecht.arff  R2 Score                   0.0613177      2    4
../datasets_2/albrecht.arff  MAE                        8.276          1    5
../datasets_2/albrecht.arff  Median Absolute Error      5.24           1    5
../datasets_2/albrecht.arff  RMSE                      10.6048         1    5
../datasets_2/albrecht.arff  R2 Score                   0.387837       1    5
../datasets_2/albrecht.arff  MAE                        5.396          2    5
../datasets_2/albrecht.arff  Median Absolute Error      3.12           2    5
../datasets_2/albrecht.arff  RMSE                       7.13514        2    5
../datasets_2/albrecht.arff  R2 Score                   0.669174       2    5
../datasets_2/albrecht.arff  MAE                       16.3167         1    6
../datasets_2/albrecht.arff  Median Absolute Error      2.21667        1    6
../datasets_2/albrecht.arff  RMSE                      29.248          1    6
../datasets_2/albrecht.arff  R2 Score                   0.349284       1    6
../datasets_2/albrecht.arff  MAE                       16.3            2    6
../datasets_2/albrecht.arff  Median Absolute Error      4.58333        2    6
../datasets_2/albrecht.arff  RMSE                      29.0101         2    6
../datasets_2/albrecht.arff  R2 Score                   0.417174       2    6
../datasets_2/albrecht.arff  MAE                        5.62857        1    7
../datasets_2/albrecht.arff  Median Absolute Error      4.44286        1    7
../datasets_2/albrecht.arff  RMSE                       8.28623        1    7
../datasets_2/albrecht.arff  R2 Score                   0.453116       1    7
../datasets_2/albrecht.arff  MAE                       15.7714         2    7
../datasets_2/albrecht.arff  Median Absolute Error      3.97143        2    7
../datasets_2/albrecht.arff  RMSE                      28.781          2    7
../datasets_2/albrecht.arff  R2 Score                   0.420978       2    7
../datasets_2/albrecht.arff  MAE                       23.105          1    8
../datasets_2/albrecht.arff  Median Absolute Error      3.8875         1    8
../datasets_2/albrecht.arff  RMSE                      36.6027         1    8
../datasets_2/albrecht.arff  R2 Score                   0.142948       1    8
../datasets_2/albrecht.arff  MAE                        2.5            2    8
../datasets_2/albrecht.arff  Median Absolute Error      0.5625         2    8
../datasets_2/albrecht.arff  RMSE                       3.65556        2    8
../datasets_2/albrecht.arff  R2 Score                   0.149279       2    8
../datasets_2/albrecht.arff  MAE                       16.94           1    9
../datasets_2/albrecht.arff  Median Absolute Error      3.35556        1    9
../datasets_2/albrecht.arff  RMSE                      31.052          1    9
../datasets_2/albrecht.arff  R2 Score                   0.321004       1    9
../datasets_2/albrecht.arff  MAE                       20.7644         2    9
../datasets_2/albrecht.arff  Median Absolute Error      6.21111        2    9
../datasets_2/albrecht.arff  RMSE                      35.2465         2    9
../datasets_2/albrecht.arff  R2 Score                   0.0137093      2    9
../datasets_2/kemerer.arff   MAE                       61.4444         1    3
../datasets_2/kemerer.arff   Median Absolute Error     45.6333         1    3
../datasets_2/kemerer.arff   RMSE                      77.6035         1    3
../datasets_2/kemerer.arff   R2 Score                  -5.48839        1    3
../datasets_2/kemerer.arff   MAE                       82.9111         2    3
../datasets_2/kemerer.arff   Median Absolute Error     90.8667         2    3
../datasets_2/kemerer.arff   RMSE                      84.0436         2    3
../datasets_2/kemerer.arff   R2 Score                   0.0287212      2    3
../datasets_2/kemerer.arff   MAE                       77.5925         1    4
../datasets_2/kemerer.arff   Median Absolute Error     67.075          1    4
../datasets_2/kemerer.arff   RMSE                      79.0452         1    4
../datasets_2/kemerer.arff   R2 Score                   0.490134       1    4
../datasets_2/kemerer.arff   MAE                       78.5758         2    4
../datasets_2/kemerer.arff   Median Absolute Error     73.8525         2    4
../datasets_2/kemerer.arff   RMSE                      83.0651         2    4
../datasets_2/kemerer.arff   R2 Score                   0.448682       2    4
../datasets_2/kemerer.arff   MAE                       75.4807         1    5
../datasets_2/kemerer.arff   Median Absolute Error     88              1    5
../datasets_2/kemerer.arff   RMSE                      78.8329         1    5
../datasets_2/kemerer.arff   R2 Score                   0.580906       1    5
../datasets_2/kemerer.arff   MAE                       76.42           2    5
../datasets_2/kemerer.arff   Median Absolute Error     33.94           2    5
../datasets_2/kemerer.arff   RMSE                      97.5137         2    5
../datasets_2/kemerer.arff   R2 Score                 -19.4358         2    5
../datasets_2/kemerer.arff   MAE                      350.498          1    6
../datasets_2/kemerer.arff   Median Absolute Error     86.6167         1    6
../datasets_2/kemerer.arff   RMSE                     526.962          1    6
../datasets_2/kemerer.arff   R2 Score                  -0.364187       1    6
../datasets_2/kemerer.arff   MAE                      332.77           2    6
../datasets_2/kemerer.arff   Median Absolute Error    114.9            2    6
../datasets_2/kemerer.arff   RMSE                     511.308          2    6
../datasets_2/kemerer.arff   R2 Score                  -0.207097       2    6
../datasets_2/kemerer.arff   MAE                       87.8862         1    7
../datasets_2/kemerer.arff   Median Absolute Error     46.9286         1    7
../datasets_2/kemerer.arff   RMSE                     124.023          1    7
../datasets_2/kemerer.arff   R2 Score                  -4.14674        1    7
../datasets_2/kemerer.arff   MAE                       20.2338         2    7
../datasets_2/kemerer.arff   Median Absolute Error     15.5729         2    7
../datasets_2/kemerer.arff   RMSE                      24.8001         2    7
../datasets_2/kemerer.arff   R2 Score                   0.921316       2    7
../datasets_2/kemerer.arff   MAE                       95.5625         1    8
../datasets_2/kemerer.arff   Median Absolute Error     91.5625         1    8
../datasets_2/kemerer.arff   RMSE                      96.6738         1    8
../datasets_2/kemerer.arff   R2 Score                -238.214          1    8
../datasets_2/kemerer.arff   MAE                       62.6462         2    8
../datasets_2/kemerer.arff   Median Absolute Error     64.7625         2    8
../datasets_2/kemerer.arff   RMSE                      76.1423         2    8
../datasets_2/kemerer.arff   R2 Score                   0.561167       2    8
../datasets_2/kemerer.arff   MAE                       70.1963         1    9
../datasets_2/kemerer.arff   Median Absolute Error     75.4            1    9
../datasets_2/kemerer.arff   RMSE                      71.3712         1    9
../datasets_2/kemerer.arff   R2 Score                  -0.335479       1    9
../datasets_2/kemerer.arff   MAE                      113.93           2    9
../datasets_2/kemerer.arff   Median Absolute Error    124.433          2    9
../datasets_2/kemerer.arff   RMSE                     124.221          2    9
../datasets_2/kemerer.arff   R2 Score                  -5.84572        2    9
../datasets_2/cocomo81.arff  MAE                      531.169          1    3
../datasets_2/cocomo81.arff  Median Absolute Error    135              1    3
../datasets_2/cocomo81.arff  RMSE                     909.223          1    3
../datasets_2/cocomo81.arff  R2 Score                   0.714606       1    3
../datasets_2/cocomo81.arff  MAE                      232.872          2    3
../datasets_2/cocomo81.arff  Median Absolute Error    193.333          2    3
../datasets_2/cocomo81.arff  RMSE                     362.566          2    3
../datasets_2/cocomo81.arff  R2 Score                  -2.98772        2    3
../datasets_2/cocomo81.arff  MAE                      331.748          1    4
../datasets_2/cocomo81.arff  Median Absolute Error    125              1    4
../datasets_2/cocomo81.arff  RMSE                     525.378          1    4
../datasets_2/cocomo81.arff  R2 Score                   0.278714       1    4
../datasets_2/cocomo81.arff  MAE                      453.956          2    4
../datasets_2/cocomo81.arff  Median Absolute Error    315.75           2    4
../datasets_2/cocomo81.arff  RMSE                     665.787          2    4
